Text	Intents	States	Slots
evvia	O	INFORM	B-restaurant_name 	0
no	O	NEGATE	O 	0
thanks	O	THANK_YOU	O 	0
hello , i need a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O 	1
there will be 4 of us	O	INFORM	O O O B-num_people O O 	0
wednesday at sakoon	O	INFORM	B-date O B-restaurant_name 	0
7.30 pm , please	O	INFORM	B-time I-time O O 	0
no , that doesn ' t work	O	NEGATE	O O O O O O O 	0
thanks	O	THANK_YOU	O 	0
i need a restaurant reservation for 8 pm	RESERVE_RESTAURANT	O	O O O O O O B-time I-time 	1
wednesday for a party of 5	O	INFORM	B-date O O O O B-num_people 	0
yes , 5 is right	O	AFFIRM	O O B-num_people O O 	0
say again	O	CANT_UNDERSTAND	O O 	0
los altos grill	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
no , i don ' t want 6 pm	O	NEGATE	O O O O O O O B-time I-time 	0
make it for 6 pm	O	INFORM	O O O B-time I-time 	0
no	O	NEGATE	O 	0
bye	O	GOOD_BYE	O 	0
i want to reserve a restaurant tomorrow at 5.30 pm	RESERVE_RESTAURANT	O	O O O O O O B-date O B-time I-time 	1
6 people at cascal	O	INFORM	B-num_people O O B-restaurant_name 	0
no	O	NEGATE	O 	0
i didn ' t understand that	O	CANT_UNDERSTAND	O O O O O O 	0
no	O	NEGATE	O 	0
goodbye	O	GOOD_BYE	O 	0
hi , i want to reserve a restaurant for 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time 	1
2 people , and for this friday . restaurant is cetrella btw	O	INFORM	B-num_people O O O O O B-date O O O B-restaurant_name O 	0
yes to all	O	AFFIRM	O O O 	0
thanks	O	THANK_YOU	O 	0
i need expensive restaurants in mountain view	FIND_RESTAURANT	O	O O B-price_range O O B-location I-location 	1
cetrella	O	AFFIRM	B-restaurant_name 	0
i need to make a restaurant reservation for next monday at 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-date I-date O B-time I-time 	1
there will be 4 people . i ' d like the reservation at sumiko	O	INFORM	O O O B-num_people O O O O O O O O O B-restaurant_name 	0
no , that won ' t work	O	NEGATE	O O O O O O O 	0
what about friday	O	INFORM	O O B-date 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
that won ' t work	O	NEGATE	O O O O O 	0
sure	O	AFFIRM	O 	0
thank you	O	THANK_YOU	O O 	0
i want to make reservations for 7.30 pm	RESERVE_RESTAURANT	O	O O O O O O B-time I-time 	1
6 people on wednesday at amarin	O	INFORM	B-num_people O O B-date O B-restaurant_name 	0
yep	O	AFFIRM	O 	0
thanks	O	THANK_YOU	O 	0
hi , make reservations for tomorrow at the sushi boat for 5 people	RESERVE_RESTAURANT	GREETING	O O O O O B-date O O B-restaurant_name I-restaurant_name O B-num_people O 	1
any time is fine , just let me know when	O	INFORM	O O O O O O O O O O 	0
any time confirmed	O	INFORM	O O O 	0
don ' t want those	O	NEGATE	O O O O O 	0
thanks	O	THANK_YOU	O 	0
i ' d like to make a reservation	RESERVE_RESTAURANT	O	O O O O O O O O 	1
wednesday	O	INFORM	B-date 	0
5 people and time is flexible	O	INFORM	B-num_people O O O O O 	0
cheese cake factory	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
those times do not work	O	NEGATE	O O O O O 	0
no , are there any other times	O	REQUEST_ALTS	O O O O O O O 	0
what about at sumiko	O	INFORM	O O O B-restaurant_name 	0
that doesn ' t work , any other times	O	NEGATE	O O O O O O O O O 	0
thanks ! okay that is all . bye	O	THANK_YOU+GOOD_BYE	O O O O O O O O 	0
could you find me an inexpensive restaurant in orlando , please	FIND_RESTAURANT	O	O O O O O B-price_range O O B-location O O 	1
i actually don ' t have a rating preference	O	INFORM	O O O O O O O O O 	0
sakoon sounds great	O	AFFIRM	B-restaurant_name O O 	0
hi ! i want to reserve a table at 5.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time 	1
next monday for 3 people at cetrella	O	INFORM	B-date I-date O B-num_people O O B-restaurant_name 	0
none	O	NEGATE	O 	0
thanks	O	THANK_YOU	O 	0
hello , let ' s find a restaurant	FIND_RESTAURANT	GREETING	O O O O O O O O 	1
we ' re in mountain view	O	INFORM	O O O O B-location I-location 	0
chinese and moderately priced	O	INFORM	B-category O B-price_range I-price_range 	0
sakoon	O	AFFIRM	B-restaurant_name 	0
hi can you book a reservation for me for tonight at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time 	1
sakoon , please	O	INFORM	B-restaurant_name O O 	0
i ' d like the reservation to be for 2 people	O	INFORM	O O O O O O O O O B-num_people O 	0
none of those will work , any others	O	NEGATE	O O O O O O O O 	0
sure , 6.30 pm will work	O	AFFIRM	O O B-time I-time O O 	0
it should be friday	O	INFORM	O O O B-date 	0
thank you	O	THANK_YOU	O O 	0
hi . i want to make a reservation for 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time 	1
tonight	O	INFORM	B-date 	0
excuse me	O	CANT_UNDERSTAND	O O 	0
yes tonight	O	AFFIRM	O B-date 	0
6	O	INFORM	B-num_people 	0
sumiko	O	INFORM	B-restaurant_name 	0
none of those work	O	NEGATE	O O O O 	0
thanks	O	THANK_YOU	O 	0
hi , i need to make a reservation at a restaurant for tomorrow	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O B-date 	1
evvia	O	INFORM	B-restaurant_name 	0
yes	O	AFFIRM	O 	0
2 people , anytime	O	INFORM	B-num_people O O O 	0
7.15 pm	O	AFFIRM	B-time I-time 	0
thanks ,	O	THANK_YOU	O O 	0
hello , please make reservation tonight at 8 pm for 3 people at the restaurant	RESERVE_RESTAURANT	GREETING	O O O O O B-date O B-time I-time O B-num_people O O O O 	1
pompei	O	INFORM	B-restaurant_name 	0
those will not work	O	NEGATE	O O O O 	0
okay . bye	O	GOOD_BYE	O O O 	0
greetings , i want to make a reservation for tomorrow at 7.30 pm at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time O O O 	1
the number of people are 4 and the name of the restaurant is amber india	O	INFORM	O O O O O B-num_people O O O O O O O B-restaurant_name I-restaurant_name 	0
yes , the nae of the restaurant is amber india	O	AFFIRM	O O O O O O O O B-restaurant_name I-restaurant_name 	0
those are no good , i prefer the time at 7.30 pm	O	NEGATE	O O O O O O O O O O B-time I-time 	0
okay , i pick the time 7.15 pm	O	INFORM	O O O O O O B-time I-time 	0
yes , for tomorrow 7.15 pm for 4 people at amber india	O	AFFIRM	O O O B-date B-time I-time O B-num_people O O B-restaurant_name I-restaurant_name 	0
thank you for your assistance	O	THANK_YOU	O O O O O 	0
i would like to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O O 	1
i would like it for friday at 7.15 pm at il fornaio for 6 people	O	INFORM	O O O O O B-date O B-time I-time O B-restaurant_name I-restaurant_name O B-num_people O 	0
no	O	NEGATE	O 	0
for tomorrow	O	INFORM	O B-date 	0
no	O	NEGATE	O 	0
ok 8 pm	O	INFORM	O B-time I-time 	0
thanks ! yes	O	AFFIRM	O O O 	0
no	O	NEGATE	O 	0
how about amber india	O	INFORM	O O B-restaurant_name I-restaurant_name 	0
thanks ! yes	O	AFFIRM	O O O 	0
thanks	O	GOOD_BYE	O 	0
please make a reservation for me	RESERVE_RESTAURANT	O	O O O O O O 	1
at cetrella at 7 pm tonight	O	INFORM	O B-restaurant_name O B-time I-time B-date 	0
2	O	INFORM	B-num_people 	0
yes	O	AFFIRM	O 	0
7.30 pm please	O	AFFIRM	B-time I-time O 	0
thanks	O	THANK_YOU+GOOD_BYE	O 	0
hi , find a restaurant serving brunch in los altos	FIND_RESTAURANT	GREETING	O O O O O O B-meal O B-location I-location 	1
i want cetrella	O	AFFIRM	O O B-restaurant_name 	0
i want to make a reservation for dinner at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O O O O B-time I-time 	1
i ' m sorry , i don ' t understand	O	CANT_UNDERSTAND	O O O O O O O O O O 	0
i would like the reservation to be made on friday	O	INFORM	O O O O O O O O O B-date 	0
the name of the restaurant is sakoon . there will be 5 people for this reservation	O	INFORM	O O O O O O B-restaurant_name O O O O B-num_people O O O O 	0
yes , that is correct	O	AFFIRM	O O O O O 	0
great , ! bye	O	GOOD_BYE	O O O O 	0
make a dinner reservation	RESERVE_RESTAURANT	O	O O O O 	1
at pompei for 3	O	INFORM	O B-restaurant_name O B-num_people 	0
yes	O	AFFIRM	O 	0
tomorrow at 7.15 pm	O	INFORM	B-date O B-time I-time 	0
no	O	NEGATE	O 	0
what about next monday	O	INFORM	O O B-date I-date 	0
yes	O	AFFIRM	O 	0
yes	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
hi ! please book me a restaurant tomorrow at 7 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O B-date O B-time I-time 	1
los altos grill for 5 people	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name O B-num_people O 	0
yes	O	AFFIRM	O 	0
none of those	O	NEGATE	O O O 	0
yes	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
reserve restaurant wednesday at 5.30 pm	RESERVE_RESTAURANT	O	O O B-date O B-time I-time 	1
6 people for the sushi boat	O	INFORM	B-num_people O O O B-restaurant_name I-restaurant_name 	0
that won ' t work	O	NEGATE	O O O O O 	0
thank you	O	THANK_YOU	O O 	0
hi . i need to make a restaurant reservation for wednesday at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-date O B-time I-time 	1
it ' s for a party of 3 at oren hummus	O	INFORM	O O O O O O O B-num_people O B-restaurant_name I-restaurant_name 	0
forget it then	O	NEGATE	O O O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i want to make a reservation for wednesday at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time 	1
cheese cake factory	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
yes	O	AFFIRM	O 	0
3	O	INFORM	B-num_people 	0
yes	O	AFFIRM	O 	0
yes	O	AFFIRM	O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i want a restaurant reservation at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O B-time I-time 	1
for 6 people on friday at cheese cake factory	O	INFORM	O B-num_people O O B-date O B-restaurant_name I-restaurant_name I-restaurant_name 	0
ok thanks , bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hello . i want to make a reservation for wednesday for 5 people	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-num_people O 	1
the restaurant is ephesus . anytime is fine	O	INFORM	O O O B-restaurant_name O O O O 	0
no	O	NEGATE	O 	0
thanks and bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i need a reservation at the restaurant for 6 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-time I-time 	1
restaurant is sushi boat for 3 people tomorrow	O	INFORM	O O B-restaurant_name I-restaurant_name O B-num_people O B-date 	0
8 pm is fine	O	AFFIRM	B-time I-time O O 	0
thanks	O	THANK_YOU	O 	0
hi ! i want to reserve a restaurant for 7.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time 	1
the date is next monday and the number of people will be 5	O	INFORM	O O O B-date I-date O O O O O O O B-num_people 	0
the restaurant is sakoon	O	INFORM	O O O B-restaurant_name 	0
i dont understand	O	CANT_UNDERSTAND	O O O 	0
i don ' t want those	O	NEGATE	O O O O O O 	0
i will do a 7.15 pm reservation then	O	INFORM	O O O O B-time I-time O O 	0
that sounds great	O	AFFIRM	O O O 	0
thank you	O	THANK_YOU	O O 	0
hi ! i want to make reservations at a restaurant for 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O B-time I-time 	1
il fornaio	O	INFORM	B-restaurant_name I-restaurant_name 	0
3	O	INFORM	B-num_people 	0
thanks ! yes	O	AFFIRM	O O O 	0
wednesday	O	INFORM	B-date 	0
thanks ! yes	O	THANK_YOU+GOOD_BYE	O O O 	0
hi , i want to make a restaurant reservation for 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-time I-time 	1
2 people at oren hummus tomorrow	O	INFORM	B-num_people O O B-restaurant_name I-restaurant_name B-date 	0
yes	O	AFFIRM	O 	0
thanks	O	THANK_YOU	O 	0
hi ! reserve a restaurant for next monday at 7.15 pm for 6 people	RESERVE_RESTAURANT	GREETING	O O O O O O B-date I-date O B-time I-time O B-num_people O 	1
right	O	AFFIRM	O 	0
at sumiko	O	INFORM	O B-restaurant_name 	0
correct	O	AFFIRM	O 	0
hello ! i want to make a reservation at a restaurant for tomorrow at 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O B-date O B-time I-time 	1
4	O	INFORM	B-num_people 	0
sumiko	O	INFORM	B-restaurant_name 	0
none of those work for me	O	NEGATE	O O O O O O 	0
how about friday	O	INFORM	O O B-date 	0
yes	O	AFFIRM	O 	0
yes	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
book me a table at sumiko for next monday for 4 people	RESERVE_RESTAURANT	O	O O O O O B-restaurant_name O B-date I-date O B-num_people O 	1
yes , that is correct	O	AFFIRM	O O O O O 	0
anytime	O	INFORM	O 	0
anytime	O	INFORM	O 	0
try sakoon	O	INFORM	O B-restaurant_name 	0
yes please	O	AFFIRM	O O 	0
great , thank you . bye	O	THANK_YOU+GOOD_BYE	O O O O O O 	0
i ' d like to make a reservation at a restaurant for 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O O O O O O O B-time I-time 	1
yes	O	AFFIRM	O 	0
5	O	INFORM	B-num_people 	0
yes	O	AFFIRM	O 	0
amarin	O	INFORM	B-restaurant_name 	0
next monday	O	INFORM	B-date I-date 	0
yes	O	AFFIRM	O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i need to reserve a restaurant for 8 pm	RESERVE_RESTAURANT	O	O O O O O O O B-time I-time 	1
it ' ll be for next monday for 4 people at the restaurant cetrella	O	INFORM	O O O O O B-date I-date O B-num_people O O O O B-restaurant_name 	0
yes , i confirm	O	AFFIRM	O O O O 	0
thanks ,	O	THANK_YOU	O O 	0
hello . find expensive greek restaurants for me in madison	FIND_RESTAURANT	GREETING	O O O B-price_range B-category O O O O B-location 	1
pompei	O	AFFIRM	B-restaurant_name 	0
hello ! can you find a chinese restaurant in orlando for me	FIND_RESTAURANT	GREETING	O O O O O O B-category O O B-location O O 	1
none of those please	O	NEGATE	O O O O 	0
that sounds good	O	AFFIRM	O O O 	0
hello , can you find any restaurants serving brunch in yorktown heights	FIND_RESTAURANT	GREETING	O O O O O O O O B-meal O B-location I-location 	1
let ' s have brunch at cetrella	O	AFFIRM	O O O O B-meal O B-restaurant_name 	0
i need a restaurant reservation for friday at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O B-date O B-time I-time 	1
make it for 5 people at amarin	O	INFORM	O O O B-num_people O O B-restaurant_name 	0
yes , that is correct	O	AFFIRM	O O O O O 	0
thanks	O	THANK_YOU	O 	0
look for a restaurant close to me	FIND_RESTAURANT	O	O O O O O O O 	1
i would like vietnamese food and the price is not important	O	INFORM	O O O B-category O O O O O O O 	0
i choose sakoon	O	AFFIRM	O O B-restaurant_name 	0
find me a restaurant	FIND_RESTAURANT	O	O O O O 	1
i ' m looking for a chinese restaurant in redmond with good ratings	O	INFORM	O O O O O O B-category O O B-location O B-rating O 	0
say that again	O	CANT_UNDERSTAND	O O O 	0
ephesus	O	AFFIRM	B-restaurant_name 	0
i need to make a restaurant reservation for 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-time I-time 	1
a party of 4 for amarin	O	INFORM	O O O B-num_people O B-restaurant_name 	0
tonight	O	INFORM	B-date 	0
yes , tonight	O	AFFIRM	O O B-date 	0
yes tonight at 8 pm taking 4 people with me to amarin	O	AFFIRM	O B-date O B-time I-time O B-num_people O O O O B-restaurant_name 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i need a reservation for wednesday at 6 pm	RESERVE_RESTAURANT	O	O O O O O B-date O B-time I-time 	1
4 people at pompei	O	INFORM	B-num_people O O B-restaurant_name 	0
thank you , goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
make a reservation	RESERVE_RESTAURANT	O	O O O 	1
5 people for wednesday at amber india	O	INFORM	B-num_people O O B-date O B-restaurant_name I-restaurant_name 	0
yes , 5 people	O	AFFIRM	O O B-num_people O 	0
at 7.15 pm	O	INFORM	O B-time I-time 	0
yes , 5 people at 7.15 pm wednesday at amber india	O	AFFIRM	O O B-num_people O O B-time I-time B-date O B-restaurant_name I-restaurant_name 	0
thanks and bye	O	THANK_YOU+GOOD_BYE	O O O 	0
hello . i need a moderately priced restaurant in los altos	FIND_RESTAURANT	GREETING	O O O O O B-price_range I-price_range O O B-location I-location 	1
no . how about a zagat rated french restaurant	O	NEGATE+INFORM	O O O O O B-rating I-rating B-category O 	0
how about with a good rating	O	INFORM	O O O O B-rating O 	0
good	O	AFFIRM	O 	0
i need a restaurant reservation for 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O B-time I-time 	1
tomorrow for 4 people at sushi boat	O	INFORM	B-date O B-num_people O O B-restaurant_name I-restaurant_name 	0
no	O	NEGATE	O 	0
thanks ! bye	O	THANK_YOU+GOOD_BYE	O O O 	0
hi , can you book me a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
7 pm for 2 people	O	INFORM	B-time I-time O B-num_people O 	0
we are going to cheese cake factory	O	INFORM	O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
next monday	O	INFORM	B-date I-date 	0
no	O	NEGATE	O 	0
how about 7.15 pm	O	INFORM	O O B-time I-time 	0
6.15 pm is no good for me	O	NEGATE	B-time I-time O O O O O 	0
lets try a restervation at sakoon	O	INFORM	O O O O O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
no	O	NEGATE	O 	0
how about tomorrow	O	INFORM	O O B-date 	0
yes	O	AFFIRM	O 	0
no , that wont work	O	NEGATE	O O O O O 	0
what did you say	O	CANT_UNDERSTAND	O O O O 	0
sure , book it	O	AFFIRM	O O O O 	0
i want to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
friday	O	INFORM	B-date 	0
yes it is for friday	O	AFFIRM	O O O O B-date 	0
2 people	O	INFORM	B-num_people O 	0
for 6 pm	O	INFORM	O B-time I-time 	0
los altos grill	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
yes that is the correct place	O	AFFIRM	O O O O O O 	0
thanks anyway . goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hi , please find me a restaurant in middletown	FIND_RESTAURANT	GREETING	O O O O O O O O B-location 	1
find expensive restaurants	O	INFORM	O B-price_range O 	0
los altos grill please	O	AFFIRM	B-restaurant_name I-restaurant_name I-restaurant_name O 	0
i want to make a reservation for 7 pm	RESERVE_RESTAURANT	O	O O O O O O O B-time I-time 	1
2 people for tonight	O	INFORM	B-num_people O O B-date 	0
when ' s your birthday	O	OTHER	O O O O O 	0
the restaurant ' s name is pompei	O	INFORM	O O O O O O B-restaurant_name 	0
i will take 7.15 pm	O	AFFIRM	O O O B-time I-time 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i need to reserve a restaurant for wednesday at 7.30 pm	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time 	1
5 people	O	INFORM	B-num_people O 	0
sumiko	O	INFORM	B-restaurant_name 	0
yes sumiko	O	AFFIRM	O B-restaurant_name 	0
no	O	NEGATE	O 	0
okay that will do	O	AFFIRM	O O O O 	0
thanks ! bye	O	THANK_YOU+GOOD_BYE	O O O 	0
find a brunch restaurant	FIND_RESTAURANT	O	O O B-meal O 	1
moderately priced	O	INFORM	B-price_range I-price_range 	0
cascal	O	AFFIRM	B-restaurant_name 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
8 pm	O	INFORM	B-time I-time 	0
tonight for 2 people at cheese cake factory	O	INFORM	B-date O B-num_people O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
no	O	NEGATE	O 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
thanks	O	THANK_YOU	O 	0
hi i ' d like to get a restaurant reservation for wednesday at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O B-date O B-time I-time 	1
what	O	CANT_UNDERSTAND	O 	0
3 people	O	INFORM	B-num_people O 	0
pompei	O	INFORM	B-restaurant_name 	0
that ' s no good	O	NEGATE	O O O O O 	0
tonight	O	INFORM	B-date 	0
tonight at 8 pm , at pompei , for 3 people	O	AFFIRM	B-date O B-time I-time O O B-restaurant_name O O B-num_people O 	0
bye	O	GOOD_BYE	O 	0
hi there , look for restaurants in yorktown heights	FIND_RESTAURANT	GREETING	O O O O O O O B-location I-location 	1
i want an inexpensive restaurants regardless rating	O	INFORM	O O O B-price_range O O O 	0
vietnamese	O	INFORM	B-category 	0
los altos grill	O	AFFIRM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
hello . i want to make a reservation for next monday at 6 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date I-date O B-time I-time 	1
a restaurant called pompei	O	INFORM	O O O B-restaurant_name 	0
4	O	INFORM	B-num_people 	0
no . 8 pm is no good	O	NEGATE	O O B-time I-time O O O 	0
thank you ! goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hello , can you help me find a restaurant in madison	FIND_RESTAURANT	GREETING	O O O O O O O O O O B-location 	1
yes	O	AFFIRM	O 	0
any rating is fine but i ' d like the menu to be moderately priced	O	INFORM	O O O O O O O O O O O O O B-price_range I-price_range 	0
let ' s go with pompei	O	AFFIRM	O O O O O B-restaurant_name 	0
i need restaurant reservations	RESERVE_RESTAURANT	O	O O O O 	1
il fornaio at 8 pm	O	INFORM	B-restaurant_name I-restaurant_name O B-time I-time 	0
